var1,var2,statistic,value,p_value,n
detour_trial_1_date_of_trial,binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,ICC,0.095423135,0.51,32
detour_trial_1_date_of_trial,binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,ICC,0.17947268,0.2,32
detour_trial_1_date_of_trial,binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,ICC,0.291952025,0.03,32
detour_trial_1_date_of_trial,binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,ICC,0.235278377,0.06,32
detour_trial_1_date_of_trial,did_fish_solve_shuttlebox,tau,NaN,NA,32
detour_trial_1_date_of_trial,binned_did_fish_solve_shuttlebox,ICC,-0.150376782,0.32,32
detour_trial_1_date_of_trial,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,ICC,0.214664236,0.13,32
detour_trial_1_date_of_trial,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,ICC,-0.015013702,0.95,32
detour_trial_1_date_of_trial,twentythree_filtered_shuttlebox_slope,ICC,0.355692372,0.02,32
detour_trial_1_date_of_trial,twentythree_filtered_shuttlebox_wilcox_test,ICC,0.164780661,0.19,32
detour_trial_1_date_of_trial,twentythree_filtered_binned_shuttlebox_slope,ICC,0.387550385,0.01,32
detour_trial_1_date_of_trial,twentythree_filtered_binned_shuttlebox_wilcox_test,ICC,0.164780661,0.2,32
detour_trial_1_date_of_trial,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,ICC,0.102995922,0.49,32
detour_trial_1_date_of_trial,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,ICC,0.342780242,0.02,32
detour_trial_1_date_of_trial,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,ICC,0.459217788,0.02,32
detour_trial_1_date_of_trial,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,ICC,0.138454368,0.28,32
detour_trial_1_date_of_trial,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,ICC,0.122884926,0.43,32
detour_trial_1_date_of_trial,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,ICC,0.33255532,0.01,32
detour_trial_1_date_of_trial,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,ICC,0.492317512,0.01,32
detour_trial_1_date_of_trial,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,ICC,0.129603477,0.36,32
detour_trial_1_date_of_trial,standard_length,ICC,0.580793511,0.01,36
detour_trial_1_date_of_trial,order,tau,NaN,NA,36
detour_trial_1_date_of_trial,average_number_of_entries,ICC,-0.085966855,0.58,36
detour_trial_1_date_of_trial,average_reaction_time,ICC,-0.054547918,0.8,36
detour_trial_1_date_of_trial,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,ICC,0.167294618,0.25,35
detour_trial_1_date_of_trial,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,ICC,0.020792875,0.92,35
detour_trial_1_date_of_trial,total_number_of_testing_trials_using_full_4_minutes_data,ICC,0.126100113,0.39,36
detour_trial_1_date_of_trial,total_number_of_testing_trials_using_T30_to_T50_data,ICC,0.255293907,0.06,36
detour_trial_1_date_of_trial,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,ICC,0.014063637,0.91,36
detour_trial_1_date_of_trial,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,ICC,0.327761194,0.06,36
detour_trial_1_date_of_trial,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,ICC,0.232701219,0.06,36
detour_trial_1_date_of_trial,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,ICC,0.061148961,0.7,36
detour_trial_1_date_of_trial,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,ICC,0.325900151,0.03,36
detour_trial_1_date_of_trial,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,ICC,0.280116132,0.07,36
detour_trial_1_date_of_trial,median_performance_on_0.50_ratio_using_full_4_minutes_data,ICC,0.193268753,0.28,35
detour_trial_1_date_of_trial,median_performance_on_0.67_ratio_using_full_4_minutes_data,ICC,-0.07734837,0.6,35
detour_trial_1_date_of_trial,median_performance_on_0.75_ratio_using_full_4_minutes_data,ICC,0.04041331,0.79,34
detour_trial_1_date_of_trial,median_performance_on_0.50_ratio_using_T30_to_T50_data,ICC,0.177940719,0.26,33
detour_trial_1_date_of_trial,median_performance_on_0.67_ratio_using_T30_to_T50_data,ICC,-0.263460567,0.04,35
detour_trial_1_date_of_trial,median_performance_on_0.75_ratio_using_T30_to_T50_data,ICC,0.135638812,0.33,34
detour_trial_1_date_of_trial,number_of_medians_above_60_using_full_4_minutes_data,tau,NaN,NA,36
detour_trial_1_date_of_trial,number_of_medians_above_60_using_T30_to_T50_data,tau,NaN,NA,36
detour_trial_1_date_of_trial,shapiro_wilk_test_p_value_using_full_4_minutes_data,ICC,-0.062327221,0.64,35
detour_trial_1_date_of_trial,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,ICC,0.159243011,0.26,35
detour_trial_1_date_of_trial,shapiro_wilk_test_p_value_using_T30_to_T50_data,ICC,0.653722456,0.02,33
detour_trial_1_date_of_trial,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,ICC,0.21448641,0.13,33
detour_trial_1_date_of_trial,learning_category_according_to_etheredge_T30_to_T50,tau,NaN,NA,35
detour_trial_1_date_of_trial,learning_category_according_to_etheredge_full_4_minutes,tau,NaN,NA,36
detour_trial_1_date_of_trial,average_latency_to_enter_correct_side,ICC,0.064982781,0.65,35
detour_trial_1_date_of_trial,average_latency_to_enter_incorrect_side,ICC,-0.069598935,0.72,35
detour_trial_1_date_of_trial,average_latency_to_enter_correct_side_filtered_just_correct_choice,ICC,-0.007289655,0.96,35
detour_trial_1_date_of_trial,proportion_of_correct_first_choices,ICC,0.156625975,0.35,35
detour_trial_1_date_of_trial,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,ICC,7.99E-04,1,36
detour_trial_1_date_of_trial,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,ICC,0.348106723,0.04,36
detour_trial_1_date_of_trial,number_of_trials_in_a_row_correct_choice_first,ICC,0.092773233,0.5,36
detour_trial_1_date_of_trial,mean_of_median_performance_on_each_ratio_full_four_minutes_data,ICC,0.272201192,0.07,35
detour_trial_1_date_of_trial,mean_of_median_performance_on_each_ratio_T30_to_T50_data,ICC,0.012555171,0.94,35
detour_trial_1_did_fish_solve_barrier_problem,sex,tau,0,0.78,52
detour_trial_1_did_fish_solve_barrier_problem,detour_trial_1_date_of_trial,tau,0.036,0.08,52
detour_trial_1_did_fish_solve_barrier_problem,detour_trial_1_time_of_trial,tau,0.021,0.04,52
detour_trial_1_did_fish_solve_barrier_problem,detour_trial_1_did_fish_solve_full_social_problem,tau,0.627,0.01,52
detour_trial_1_did_fish_solve_barrier_problem,detour_trial_1_full_problem_time_to_social_reward_minus_time_to_contact_barrier,ICC,NaN,NA,21
detour_trial_1_did_fish_solve_barrier_problem,detour_trial_1_barrier_problem_time_around_barrier_minus_time_to_contact_barrier,ICC,NaN,NA,27
detour_trial_1_did_fish_solve_barrier_problem,detour_trial_1_time_from_barrier_contact_minus_time_to_end_of_alley,ICC,-0.045520404,0.09,43
detour_trial_1_did_fish_solve_barrier_problem,time_to_barrier_contact_minus_start_time,ICC,-0.052270525,0.17,43
detour_trial_1_did_fish_solve_barrier_problem,scorer,tau,0.021,0.31,52
detour_trial_1_did_fish_solve_barrier_problem,shuttlebox_start_side,tau,0.001,0.74,32
detour_trial_1_did_fish_solve_barrier_problem,shuttlebox_average_distance_from_correct_stimulus_during_stimulus,ICC,-0.024994531,0.84,32
detour_trial_1_did_fish_solve_barrier_problem,shuttlebox_average_distance_from_correct_stimulus_during_gaps,ICC,0.017522557,0.86,32
detour_trial_1_did_fish_solve_barrier_problem,shuttlebox_slope,ICC,-0.061307852,0.47,32
detour_trial_1_did_fish_solve_barrier_problem,shuttlebox_wilcox_test,ICC,-0.026961603,0.83,32
detour_trial_1_did_fish_solve_barrier_problem,binned_shuttlebox_slope,ICC,-0.05154263,0.6,32
detour_trial_1_did_fish_solve_barrier_problem,binned_shuttlebox_wilcox_test,ICC,-0.026961603,0.85,32
detour_trial_1_did_fish_solve_barrier_problem,shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,ICC,0.074075505,0.13,32
detour_trial_1_did_fish_solve_barrier_problem,shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,ICC,0.016020776,0.87,32
detour_trial_1_did_fish_solve_barrier_problem,shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,ICC,-0.015627231,0.91,32
detour_trial_1_did_fish_solve_barrier_problem,shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,ICC,-0.071406786,0.27,32
detour_trial_1_did_fish_solve_barrier_problem,binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,ICC,0.099227512,0.09,32
detour_trial_1_did_fish_solve_barrier_problem,binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,ICC,0.016020776,0.86,32
detour_trial_1_did_fish_solve_barrier_problem,binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,ICC,0.001651717,0.99,32
detour_trial_1_did_fish_solve_barrier_problem,binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,ICC,-0.070414795,0.23,32
detour_trial_1_did_fish_solve_barrier_problem,did_fish_solve_shuttlebox,tau,0.01,0.28,32
detour_trial_1_did_fish_solve_barrier_problem,binned_did_fish_solve_shuttlebox,ICC,-0.049798116,0.51,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,ICC,-0.067223989,0.37,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,ICC,0.091642724,0.18,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_shuttlebox_slope,ICC,0.070118855,0.29,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_shuttlebox_wilcox_test,ICC,-0.071355246,0.17,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_binned_shuttlebox_slope,ICC,0.087335809,0.16,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_binned_shuttlebox_wilcox_test,ICC,-0.071355246,0.22,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,ICC,0.071987375,0.14,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,ICC,-0.053338862,0.56,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,ICC,0.037021218,0.7,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,ICC,-0.026328574,0.83,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,ICC,0.099457845,0.13,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,ICC,-0.058269189,0.58,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,ICC,0.063533063,0.42,32
detour_trial_1_did_fish_solve_barrier_problem,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,ICC,-0.003834981,0.94,32
detour_trial_1_did_fish_solve_barrier_problem,standard_length,ICC,0.010476817,0.93,36
detour_trial_1_did_fish_solve_barrier_problem,order,tau,0.038,0.23,36
detour_trial_1_did_fish_solve_barrier_problem,average_number_of_entries,ICC,-0.057886569,0.21,36
detour_trial_1_did_fish_solve_barrier_problem,average_reaction_time,ICC,-0.026663497,0.77,36
detour_trial_1_did_fish_solve_barrier_problem,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,ICC,0.240143287,0.02,35
detour_trial_1_did_fish_solve_barrier_problem,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,ICC,0.21432931,0.05,35
detour_trial_1_did_fish_solve_barrier_problem,total_number_of_testing_trials_using_full_4_minutes_data,ICC,-0.002262443,0.89,36
detour_trial_1_did_fish_solve_barrier_problem,total_number_of_testing_trials_using_T30_to_T50_data,ICC,-0.043889058,0.55,36
detour_trial_1_did_fish_solve_barrier_problem,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,ICC,0.005347594,0.72,36
detour_trial_1_did_fish_solve_barrier_problem,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,ICC,-0.027681661,0.55,36
detour_trial_1_did_fish_solve_barrier_problem,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,ICC,-0.010967099,0.83,36
detour_trial_1_did_fish_solve_barrier_problem,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,ICC,-0.056912296,0.14,36
detour_trial_1_did_fish_solve_barrier_problem,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,ICC,-0.025735294,0.59,36
detour_trial_1_did_fish_solve_barrier_problem,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,ICC,-0.037647059,0.5,36
detour_trial_1_did_fish_solve_barrier_problem,median_performance_on_0.50_ratio_using_full_4_minutes_data,ICC,-0.038376653,0.68,35
detour_trial_1_did_fish_solve_barrier_problem,median_performance_on_0.67_ratio_using_full_4_minutes_data,ICC,0.031168989,0.74,35
detour_trial_1_did_fish_solve_barrier_problem,median_performance_on_0.75_ratio_using_full_4_minutes_data,ICC,0.054644725,0.43,34
detour_trial_1_did_fish_solve_barrier_problem,median_performance_on_0.50_ratio_using_T30_to_T50_data,ICC,0.009179664,0.93,33
detour_trial_1_did_fish_solve_barrier_problem,median_performance_on_0.67_ratio_using_T30_to_T50_data,ICC,0.072288116,0.14,35
detour_trial_1_did_fish_solve_barrier_problem,median_performance_on_0.75_ratio_using_T30_to_T50_data,ICC,-0.038559938,0.68,34
detour_trial_1_did_fish_solve_barrier_problem,number_of_medians_above_60_using_full_4_minutes_data,tau,0.103,0.04,36
detour_trial_1_did_fish_solve_barrier_problem,number_of_medians_above_60_using_T30_to_T50_data,tau,0.041,0.16,36
detour_trial_1_did_fish_solve_barrier_problem,shapiro_wilk_test_p_value_using_full_4_minutes_data,ICC,0.085344206,0.13,35
detour_trial_1_did_fish_solve_barrier_problem,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,ICC,0.023091994,0.8,35
detour_trial_1_did_fish_solve_barrier_problem,shapiro_wilk_test_p_value_using_T30_to_T50_data,ICC,0.141760409,0.04,33
detour_trial_1_did_fish_solve_barrier_problem,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,ICC,0.003536574,0.97,33
detour_trial_1_did_fish_solve_barrier_problem,learning_category_according_to_etheredge_T30_to_T50,tau,0.024,0.31,35
detour_trial_1_did_fish_solve_barrier_problem,learning_category_according_to_etheredge_full_4_minutes,tau,0.113,0.01,36
detour_trial_1_did_fish_solve_barrier_problem,average_latency_to_enter_correct_side,ICC,-0.034522697,0.72,35
detour_trial_1_did_fish_solve_barrier_problem,average_latency_to_enter_incorrect_side,ICC,-0.033754496,0.76,35
detour_trial_1_did_fish_solve_barrier_problem,average_latency_to_enter_correct_side_filtered_just_correct_choice,ICC,-0.051313393,0.48,35
detour_trial_1_did_fish_solve_barrier_problem,proportion_of_correct_first_choices,ICC,0.019616991,0.81,35
detour_trial_1_did_fish_solve_barrier_problem,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,ICC,-0.054298643,0.11,36
detour_trial_1_did_fish_solve_barrier_problem,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,ICC,-0.027908974,0.55,36
detour_trial_1_did_fish_solve_barrier_problem,number_of_trials_in_a_row_correct_choice_first,ICC,-0.051233397,0.33,36
detour_trial_1_did_fish_solve_barrier_problem,mean_of_median_performance_on_each_ratio_full_four_minutes_data,ICC,0.130642031,0.07,35
detour_trial_1_did_fish_solve_barrier_problem,mean_of_median_performance_on_each_ratio_T30_to_T50_data,ICC,0.133848141,0.03,35
detour_trial_1_did_fish_solve_full_social_problem,sex,tau,0,0.82,52
detour_trial_1_did_fish_solve_full_social_problem,detour_trial_1_date_of_trial,tau,0.026,0.23,52
detour_trial_1_did_fish_solve_full_social_problem,detour_trial_1_time_of_trial,tau,0.021,0.07,52
detour_trial_1_did_fish_solve_full_social_problem,detour_trial_1_did_fish_solve_barrier_problem,tau,0.627,0.01,52
detour_trial_1_did_fish_solve_full_social_problem,detour_trial_1_full_problem_time_to_social_reward_minus_time_to_contact_barrier,ICC,NaN,NA,21
detour_trial_1_did_fish_solve_full_social_problem,detour_trial_1_barrier_problem_time_around_barrier_minus_time_to_contact_barrier,ICC,-0.100547752,0.43,27
